[x^4 + 0*x^2*z^2 + 1*x*z^3 - y^3*z + 1*z^4]
1151,0,209,0
1153,-53,-412,161
1163,0,108,0
1171,48,-558,525
1181,0,404,0
1187,0,-388,0
1193,0,-507,0
1201,96,-413,-7
1213,33,211,-41
1217,0,414,0
1223,0,-447,0
1229,0,99,0
1231,-37,-610,544
1237,59,-452,245
1249,14,3,42
1259,0,-3,0
1277,0,153,0
1279,-27,610,113
1283,0,632,0
1289,0,496,0
1291,-36,571,-55
1297,17,300,-549
1301,0,598,0
1303,39,-39,-522
1307,0,178,0
1319,0,-651,0
1321,-25,-335,483
1327,-64,230,-313
1361,0,308,0
1367,0,-2,0
1373,0,-294,0
1381,-41,23,-369
1399,15,-195,-378
1409,0,-40,0
1423,-36,180,670
1427,0,302,0
1429,-58,-399,278
1433,0,475,0
1439,0,-99,0
1447,85,495,300
1451,0,526,0
1453,-14,202,-93
1459,-12,607,-496
1471,-63,49,107
1481,0,525,0
1483,-59,299,-411
1487,0,-323,0
1489,7,287,-618
1493,0,-651,0
1499,0,-246,0
1511,0,231,0
1523,0,-27,0
1531,4,63,701
1543,-66,544,272
1549,5,-513,-539
1553,0,-603,0
1559,0,269,0
1567,-54,590,16
1571,0,5,0
1579,1,-703,-66
1583,0,107,0
1597,16,-136,-402
1601,0,-473,0
1607,0,347,0
1609,-1,-270,-757
1613,0,492,0
1619,0,47,0
1621,-64,-181,-564
1627,-5,-94,-781
1637,0,67,0
1657,-94,684,31
1663,12,467,665
1667,0,747,0
1669,-34,817,114
1693,49,565,115
1697,0,-335,0
1699,-71,-289,842
1709,0,807,0
1721,0,-695,0
1723,-46,-660,-404
1733,0,-741,0
1741,-55,78,655
1747,30,654,-287
1753,-16,196,-381
1759,-32,437,519
1777,-9,193,88
1783,-22,516,254
1787,0,177,0
1789,-81,469,-398
1801,-16,109,-294
1811,0,362,0
1823,0,621,0
1831,87,-482,402
1847,0,-850,0
1861,-176,-240,-22
1867,-5,-657,336
1871,0,482,0
1873,56,483,670
1877,0,-337,0
1879,2,-282,523
1889,0,9,0
1901,0,-907,0
1907,0,429,0
1913,0,-944,0
1931,0,246,0
1933,-32,228,-393
1949,0,526,0
1951,-5,608,436
1973,0,848,0
1979,0,-828,0
1987,-49,0,-664
1993,116,-445,-136
1997,0,-650,0
1999,-33,-739,-6
2003,0,-241,0
2011,-67,-678,382
2017,159,870,-678
2027,0,-340,0
2029,-25,540,670
2039,0,-841,0
2053,-53,-568,-462
2063,0,-228,0
2069,0,-128,0
2081,0,313,0
2083,-94,-15,136
2087,0,-236,0
2089,-34,-499,-265
2099,0,652,0
2111,0,-680,0
2113,32,563,1012
2129,0,-427,0
2131,-54,-553,299
2137,-40,-547,-729
2141,0,-858,0
2143,9,720,-792
2153,0,426,0
2161,81,-716,377
2179,96,-504,-1088
2203,14,-852,236
2207,0,-196,0
2213,0,125,0
2221,53,-1045,492
2237,0,-31,0
2239,3,-111,-273
2243,0,196,0
2251,65,-783,810
2267,0,1097,0
2269,73,542,-87
2273,0,111,0
2281,39,771,862
2287,-21,1051,-619
2293,78,-1055,433
2297,0,846,0
2309,0,188,0
2311,-40,607,-340
2333,0,-936,0
2339,0,-238,0
2341,-36,71,-201
2347,47,860,640
2351,0,275,0
2357,0,732,0
2371,-9,424,-367
2377,86,-295,-937
2381,0,-405,0
2383,23,-24,791
2389,-18,1122,-352
2393,0,836,0
2399,0,-360,0
2411,0,494,0
2417,0,984,0
2423,0,-727,0
2437,-66,-828,1065
2441,0,-1188,0
2447,0,-255,0
2459,0,-686,0
2467,71,-198,1103
2473,-57,-1026,523
2477,0,-919,0
2503,-19,1116,-112
2521,-119,1081,748
2531,0,427,0
2539,60,-456,801
2543,0,-149,0
2549,0,245,0
2551,-58,523,316
2557,23,763,1236
2579,0,1022,0
2591,0,-513,0
2593,97,-935,-799
2609,0,1074,0
2617,116,-39,-546
2621,0,267,0
2633,0,500,0
2647,-107,125,-62
2657,0,1143,0
2659,-26,1241,-1133
2663,0,665,0
2671,19,-895,1323
2677,3,-201,1021
2683,203,-758,1200
2687,0,154,0
2689,-50,-718,1298
2693,0,815,0
2699,0,758,0
2707,85,900,-249
2711,0,143,0
2713,71,1024,-1265
2719,-49,-843,879
2729,0,1360,0
2731,3,1206,13
2741,0,372,0
2749,-16,-940,470
2753,0,-1206,0
2767,2,189,488
2777,0,-151,0
2789,0,-1350,0
2791,96,460,981
2797,-36,744,749
2801,0,-487,0
2803,185,-623,959
2819,0,285,0
2833,-27,958,1163
2837,0,1112,0
2843,0,-146,0
2851,-72,-1202,382
2857,83,359,-262
2861,0,-305,0
2879,0,-39,0
2887,-77,266,-186
2897,0,-63,0
2903,0,1259,0
2909,0,-1404,0
2917,-81,427,-268
2927,0,-1182,0
2939,0,-7,0
2953,79,27,999
2957,0,681,0
2963,0,-900,0
2969,0,987,0
2971,79,813,-767
2999,0,801,0
3001,-38,49,-985
3011,0,-289,0
3019,-46,-419,-1325
3023,0,1033,0
3037,84,-547,774
3041,0,-92,0
3049,-34,-130,-740
3061,-58,-1159,390
3067,-23,1308,-1105
3079,1,170,1200
3083,0,849,0
3089,0,-1210,0
3109,78,-671,-1174
3119,0,-1365,0
3121,-10,-40,937
3137,0,1163,0
3163,-126,350,1051
3167,0,-1268,0
3169,-78,-426,-193
3181,-18,1444,-1047
3187,-42,1249,53
3191,0,320,0
3203,0,-479,0
3209,0,-676,0
3217,57,65,1019
3221,0,1151,0
3229,-65,419,-1091
3251,0,-1171,0
3253,-121,-1101,1405
3257,0,-667,0
3259,-51,739,253
3271,-32,-820,130
3299,0,731,0
3301,63,349,1267
3307,-8,1548,-813
3313,-88,-392,960
3319,74,735,-721
3323,0,544,0
3329,0,715,0
3331,30,498,-418
3343,125,-63,1656
3347,0,-279,0
3359,0,-8,0
3361,-49,-1368,917
3371,0,-801,0
3373,134,935,-828
3389,0,-1374,0
3391,-91,948,-1422
3407,0,1551,0
3413,0,-537,0
3433,19,323,1601
3449,0,-398,0
3457,82,567,1125
3461,0,1225,0
3463,1,176,764
3467,0,77,0
3469,44,-1065,-515
3491,0,-855,0
3499,-156,1730,471
3511,15,-939,1676
3517,86,-612,972
3527,0,385,0
3529,-117,-395,22
3533,0,-1754,0
3539,0,-402,0
3541,70,48,1370
3547,67,-1636,-23
3557,0,1677,0
3559,-7,1565,-1129
3571,-31,-1740,-1239
3581,0,-1047,0
3583,-163,-445,4
3593,0,-1370,0
3607,-9,-963,-708
3613,57,-1357,222
3617,0,1789,0
3623,0,-39,0
3631,-13,657,-428
3637,-31,-521,1417
3643,-196,-1530,-1106
3659,0,1031,0
3671,0,-1642,0
3673,57,-98,-17
3677,0,956,0
3691,-93,-1466,246
3697,93,-249,372
3701,0,1034,0
3709,-150,-1448,1411
3719,0,117,0
3727,116,-945,1628
3733,98,-1382,-1422
3739,69,-732,992
3761,0,1673,0
3767,0,1211,0
3769,-67,-910,450
3779,0,-369,0
3793,168,-1025,1221
3797,0,1349,0
3803,0,1112,0
3821,0,579,0
3823,-109,205,-80
3833,0,1177,0
3847,98,-1211,-907
3851,0,-1740,0
3853,-10,-1531,-537
3863,0,1358,0
3877,-54,-691,-635
3881,0,1255,0
3889,47,1263,1507
3907,108,718,1046
3911,0,-1286,0
3917,0,1043,0
3919,14,-864,1579
3923,0,1617,0
3929,0,-1881,0
3931,-74,-1470,-493
3943,103,-1774,300
3947,0,1828,0
3967,-35,663,972
3989,0,-432,0
4001,0,229,0
4003,-29,1436,570
4007,0,-833,0
4013,0,-1872,0
4019,0,455,0
4021,71,1422,-1330
4027,228,365,-469
4049,0,-209,0
4051,-96,-1542,-1772
4057,-92,-274,1543
4073,0,1294,0
4079,0,1029,0
4091,0,1779,0
4093,26,-1040,-1409
4099,-95,-1607,-1936
4111,-15,-1290,808
4127,0,63,0
4129,-47,-1224,-1358
4133,0,1912,0
4139,0,-1622,0
4153,196,1230,-343
4157,0,-1661,0
4159,114,2050,-1760
4177,-127,-1025,-157
4201,134,-82,1222
4211,0,288,0
4217,0,1662,0
4219,99,-2041,-985
4229,0,2047,0
4231,161,912,-710
4241,0,-907,0
4243,-12,1164,1949
4253,0,-1954,0
4259,0,950,0
4261,-32,-365,-856
4271,0,384,0
4273,-88,871,-2008
4283,0,311,0
4289,0,3,0
4297,25,13,372
4327,65,1097,-1505
4337,0,1876,0
4339,80,672,406
4349,0,1772,0
4357,46,-54,-652
4363,129,-1234,1131
4373,0,-55,0
4391,0,240,0
4397,0,118,0
4409,0,-1703,0
4421,0,-840,0
4423,91,315,-1522
4441,58,217,1224
4447,20,978,-760
4451,0,-1785,0
4457,0,-662,0
4463,0,1581,0
4481,0,93,0
4483,59,-587,-685
4493,0,1791,0
4507,34,-2171,1336
4513,41,1128,-1635
4517,0,-1000,0
4519,48,1121,-2140
4523,0,-1289,0
4547,0,1070,0
4549,-67,-462,-1875
4561,18,-1332,1419
4567,-10,-1536,-503
4583,0,-1672,0
4591,36,988,914
4597,-72,529,-1931
4603,44,-2214,-1674
4621,43,351,-1747
4637,0,-190,0
4639,-62,-2304,215
4643,0,-1873,0
4649,0,-1889,0
4651,-234,-1518,406
4657,200,1544,-1842
4663,-43,-199,-2218
4673,0,-252,0
4679,0,-1121,0
4691,0,2050,0
4703,0,1881,0
4721,0,1240,0
4723,41,-1194,-634
4729,-30,510,-55
4733,0,141,0
4751,0,1292,0
4759,67,-1404,384
4783,36,-1104,-1591
4787,0,1411,0
4789,15,2296,-916
4793,0,-2189,0
4799,0,-1801,0
4801,-29,201,2124
4813,36,1261,616
4817,0,-1715,0
4831,5,-1548,1817
4861,34,2221,-599
4871,0,-1875,0
4877,0,2244,0
4889,0,-2371,0
4903,18,-943,1688
4909,138,-1058,789
4919,0,374,0
4931,0,2185,0
4933,-52,-2027,1264
4937,0,-152,0
4943,0,225,0
4951,76,2223,1509
4957,-48,-2166,-1268
4967,0,250,0
4969,-88,1231,-2367
4973,0,-2371,0
4987,105,825,-2088
4993,51,995,-1368
4999,56,1565,-2230
5003,0,521,0
5009,0,-198,0
5011,-48,876,494
5021,0,1971,0
5023,33,948,2013
5039,0,-655,0
5051,0,-1088,0
5059,59,1905,683
5077,-122,2017,-2406
5081,0,1546,0
5087,0,606,0
5099,0,991,0
5101,20,2040,-2494
5107,70,1678,1831
5113,18,-1038,-410
5119,-9,-810,-91
5147,0,716,0
5153,0,-1131,0
5167,-96,1104,-1866
5171,0,-332,0
5179,10,-1396,1178
5189,0,-1759,0
5197,33,-996,967
5209,-15,195,799
5227,-37,1314,1586
5231,0,2335,0
5233,-47,1200,1163
5237,0,-611,0
5261,0,-2050,0
5273,0,-1758,0
5279,0,-290,0
5281,120,1499,-1266
5297,0,208,0
5303,0,-1866,0
5309,0,-1393,0
5323,93,-2122,-125
5333,0,1888,0
5347,213,1687,296
5351,0,-1009,0
5381,0,318,0
5387,0,986,0
5393,0,2010,0
5399,0,2567,0
5407,-110,-2280,-2
5413,153,-1906,1001
5417,0,-2023,0
5419,-43,2077,244
5431,65,907,1177
5437,-142,-1689,-712
5441,0,2451,0
5443,-81,-889,77
5449,95,-1317,933
5471,0,-107,0
5477,0,2325,0
5479,125,-1483,-105
5483,0,-2624,0
5501,0,2672,0
5503,-148,-33,-1306
5507,0,-106,0
5519,0,2585,0
5521,119,1237,-117
5527,97,-972,-656
5531,0,923,0
5557,189,-165,-1841
5563,19,209,968
5569,110,1805,-2022
5573,0,-1445,0
5581,86,-180,-1215
5591,0,2229,0
5623,-67,-2122,-1974
5639,0,-2780,0
5641,38,2452,-111
5647,143,-2807,2345
5651,0,1629,0
5653,-136,-1102,-645
5657,0,-973,0
5659,31,-22,-1507
5669,0,2240,0
5683,-67,-1056,-1107
5689,-52,-2654,2442
5693,0,1905,0
5701,-34,-2575,2681
5711,0,-835,0
5717,0,-1396,0
5737,65,338,-978
5741,0,-1213,0
5743,-173,2039,-836
5749,-10,1273,-1018
5779,-133,960,2336
5783,0,-1689,0
5791,25,-203,2695
5801,0,2681,0
5807,0,1074,0
5813,0,785,0
5821,-44,-2734,-691
5827,56,-2583,2741
5839,-28,-877,1018
5843,0,-2250,0
5849,0,2050,0
5851,-90,-725,-221
5857,114,-2003,-1459
5861,0,15,0
5867,0,978,0
5869,-58,2567,-842
5879,0,-193,0
5881,-161,898,2852
5897,0,-1869,0
5903,0,-2860,0
5923,-28,-2194,1700
5927,0,-719,0
5939,0,-2906,0
5953,27,1128,-198
5981,0,2432,0
5987,0,2760,0
6007,-27,-265,-1690
6011,0,-2545,0
6029,0,1184,0
6037,20,1407,-2659
6043,29,1267,185
6047,0,2564,0
6053,0,2705,0
6067,-101,2690,1077
6073,124,-336,285
6079,183,-1497,2592
6089,0,2708,0
6091,137,1894,2799
6101,0,-2964,0
6113,0,-674,0
6121,111,37,668
6131,0,-478,0
6133,-100,-2486,2910
6143,0,2671,0
6151,-173,1625,-1550
6163,51,2479,2717
6173,0,-1847,0
6197,0,-2400,0
6199,-21,-603,-1327
6203,0,-456,0
6211,-194,869,647
6217,124,-2164,-1607
6221,0,-1922,0
6229,-60,-2937,259
6247,-138,-786,1282
6257,0,-1209,0
6263,0,-2292,0
6269,0,223,0
6271,191,2108,-632
6277,74,2186,27
6287,0,-2817,0
6299,0,802,0
6301,80,-1493,1581
6311,0,-640,0
6317,0,-1805,0
6323,0,2139,0
6329,0,2840,0
6337,-159,1341,-71
6343,-136,-3021,1517
6353,0,2599,0
6359,0,1356,0
6361,-33,-900,2948
6367,114,103,1576
6373,-116,-1081,-1991
6379,-6,840,-1581
6389,0,-473,0
6397,-34,2291,-1265
6421,-145,666,356
6427,30,-2210,-252
6449,0,2775,0
6451,20,247,-391
6469,-108,-458,-555
6473,0,-26,0
6481,125,-2486,2792
6491,0,-1990,0
6521,0,-1954,0
6529,94,908,-384
6547,72,1562,1877
6551,0,1688,0
6553,-53,2268,1268
6563,0,-951,0
6569,0,271,0
6571,-99,2322,-1123
6577,78,-2653,1921
6581,0,1225,0
6599,0,-1076,0
6607,-125,-2424,927
6619,64,-280,2718
6637,192,-1636,1060
6653,0,-1547,0
6659,0,-2399,0
6661,153,-1380,2876
6673,-85,-295,2014
6679,64,-163,1788
6689,0,2596,0
6691,-125,-1643,179
6701,0,-2457,0
6703,36,2608,-1501
6709,213,1239,1531
6719,0,-734,0
6733,79,537,-1238
6737,0,219,0
6761,0,-538,0
6763,-20,-1432,-2065
6779,0,-1142,0
6781,35,-2877,688
6791,0,1471,0
6793,-166,-2108,3289
6803,0,1375,0
6823,-17,2468,346
6827,0,970,0
6829,-209,125,-581
6833,0,-987,0
6841,32,-2461,-3008
6857,0,2681,0
6863,0,423,0
6869,0,-1845,0
6871,92,-2471,-3236
6883,89,159,-104
6899,0,1029,0
6907,-58,2793,133
6911,0,3381,0
6917,0,-2972,0
6947,0,2940,0
6949,56,-3190,3107
6959,0,1287,0
6961,87,-493,3034
6967,32,-394,-2474
6971,0,1229,0
6977,0,-88,0
6983,0,-3280,0
6991,9,2712,708
6997,28,-913,2419
7001,0,1091,0
7013,0,316,0
7019,0,3442,0
7027,199,-383,-2527
7039,171,486,172
7043,0,1809,0
7057,114,-1881,-2639
7069,100,804,-2625
7079,0,-3522,0
7103,0,1157,0
7109,0,2096,0
7121,0,-1629,0
7127,0,2362,0
7129,-104,3350,308
7151,0,1873,0
7159,-312,-955,-2437
7177,189,-3412,-1859
7187,0,1009,0
7193,0,-2635,0
7207,-114,-332,2282
7211,0,1381,0
7213,226,1829,259
7219,190,-2954,-3478
7229,0,148,0
7237,-33,-3129,2525
7243,-39,1549,1939
7247,0,-487,0
7253,0,-125,0
7283,0,2770,0
7297,88,-2990,-2872
7307,0,-3528,0
7309,90,2906,-2322
7321,-200,1908,2127
7331,0,2660,0
7333,-142,-2113,1283
7349,0,2779,0
7351,74,2956,875
7369,-10,-1116,-3611
7393,64,-2404,-2504
7411,30,1833,-867
7417,181,-2836,-2311
7433,0,-3424,0
7451,0,-1048,0
7457,0,653,0
7459,52,113,2464
7477,30,2317,980
7481,0,1523,0
7487,0,1900,0
7489,9,-1051,-2078
7499,0,-1356,0
7507,-11,2681,2069
7517,0,-2759,0
7523,0,1839,0
7529,0,3746,0
7537,0,1132,2862
7541,0,3088,0
7547,0,-1898,0
7549,-17,-1224,1541
7559,0,-2414,0
7561,-84,-3238,209
7573,143,-1193,-2179
7577,0,754,0
7583,0,2168,0
7589,0,1599,0
7591,-14,980,1074
7603,105,3148,-1720
7607,0,2815,0
7621,-28,1136,-3147
7639,48,-1150,2650
7643,0,-809,0
7649,0,1825,0
7669,-157,-1815,3634
7673,0,578,0
7681,-20,1835,-3773
7687,48,3433,1626
7691,0,3021,0
7699,-193,-1015,1233
7703,0,-1323,0
7717,-113,-2170,1661
7723,31,-1802,-1591
7727,0,-1250,0
7741,162,528,-1507
7753,111,2364,-786
7757,0,380,0
7759,-111,1327,-1601
7789,18,3852,2292
7793,0,-175,0
7817,0,-912,0
7823,0,1413,0
7829,0,17,0
7841,0,-3041,0
7853,0,-7,0
7867,132,3917,-1421
7873,-76,220,1880
7877,0,2073,0
7879,20,1524,1429
7883,0,2415,0
7901,0,-750,0
7907,0,-159,0
7919,0,1888,0
7927,-92,144,850
7933,177,3602,-3109
7937,0,-3817,0
7949,0,-683,0
7951,12,-3475,652
7963,28,2837,-519
7993,68,1974,-376
8009,0,1412,0
8011,65,-3249,658
8017,40,2163,1674
8039,0,261,0
8053,106,788,2008
8059,-94,2433,289
8069,0,1591,0
8081,0,812,0
8087,0,2017,0
8089,109,-1479,747
8093,0,3287,0
8101,-4,1356,-665
8111,0,-2408,0
8117,0,-322,0
8123,0,-3099,0
8147,0,3112,0
8161,-54,-2239,-2979
8167,44,-3792,-3011
8171,0,-782,0
8179,-86,-3910,-1848
8191,30,-331,689
8209,97,2007,-1273
8219,0,3481,0
8221,-205,-3964,556
8231,0,4046,0
8233,-49,3753,2023
8237,0,3341,0
8243,0,-1732,0
8263,84,2869,3784
8269,275,642,-387
8273,0,-1776,0
8287,-276,2386,894
8291,0,-1748,0
8293,-36,2587,2900
8297,0,189,0
8311,-251,-3464,-3546
8317,118,1539,2436
8329,-66,-3306,1218
8353,-133,-1989,557
8363,0,-3206,0
8369,0,980,0
8377,-7,-3181,-2548
8387,0,519,0
8389,176,785,-3684
8419,-145,-4117,4092
8423,0,-2906,0
8429,0,1030,0
8431,21,283,1207
8443,-104,1118,472
8447,0,-3761,0
8461,84,1871,-1760
8467,133,625,2724
8501,0,1986,0
8513,0,906,0
8521,-57,1398,3018
8527,116,-1382,-1591
8537,0,2671,0
8539,-53,2052,-894
8543,0,3720,0
8563,-38,-3142,-2616
8573,0,658,0
8581,-58,4221,-13
8597,0,-2201,0
8599,-186,-337,-1147
8609,0,2818,0
8623,11,2796,463
8627,0,3656,0
8629,26,-3704,-2620
8641,186,3086,-661
8647,39,2310,2350
8663,0,-1106,0
8669,0,-3891,0
8677,141,3483,2633
8681,0,640,0
8689,-205,-1096,-316
8693,0,-2703,0
8699,0,4234,0
8707,-141,-745,-1030
8713,-192,-2006,-1882
8719,48,2767,-678
8731,113,-2658,-4354
8737,148,2826,-298
8741,0,1610,0
8747,0,3728,0
8753,0,3137,0
8761,-22,-1375,-213
8779,-19,-1013,-1157
8783,0,814,0
8803,-71,-3106,-4229
8807,0,2363,0
8819,0,4296,0
8821,77,3211,2239
8831,0,501,0
8837,0,-403,0
8839,-224,4012,1744
8849,0,1109,0
8861,0,2370,0
8863,128,2928,-2139
8867,0,3370,0
8887,27,3162,-2635
8893,-52,4158,-3707
8923,34,2263,1167
8929,1,1911,4
8933,0,134,0
8941,155,-1695,-3561
8951,0,-1336,0
8963,0,2720,0
8969,0,-3005,0
8971,103,-1804,-3401
8999,0,-407,0
9001,255,1063,-367
9007,-151,2577,4411
9011,0,3671,0
9013,-237,-1719,-1802
9029,0,1953,0
9041,0,4311,0
9043,173,28,-3719
9049,-159,601,907
9059,0,-3510,0
9067,215,3365,-4291
9091,178,3259,-3360
9103,99,2617,2501
9109,-3,889,3931
9127,165,-4213,166
9133,-114,1876,4187
9137,0,-3180,0
9151,24,4320,-141
9157,327,-1491,3874
9161,0,1322,0
9173,0,2648,0
9181,-40,1686,-3030
9187,-153,-4190,-3820
9199,148,3699,1599
9203,0,-889,0
9209,0,-1608,0
9221,0,2150,0
9227,0,3590,0
9239,0,-2914,0
9241,24,1290,221
9257,0,144,0
9277,-29,-2761,4429
9281,0,3194,0
9283,-71,2731,-1436
9293,0,3155,0
9311,0,2111,0
9319,12,-2057,-443
9323,0,-772,0
9337,62,316,-1845
9341,0,-1670,0
9343,252,-2890,-2001
9349,-41,3612,4382
9371,0,3905,0
9377,0,-1556,0
9391,-34,-2877,4183
9397,-224,-157,-3052
9403,-222,21,3725
9413,0,4059,0
9419,0,-290,0
9421,52,-3038,-557
9431,0,2986,0
9433,42,3180,-4417
9437,0,-2641,0
9439,98,-1700,2159
9461,0,1711,0
9463,-8,4161,-445
9467,0,-3829,0
9473,0,-2707,0
9479,0,-1076,0
9491,0,-890,0
9497,0,3106,0
9511,-124,-2000,-3738
9521,0,-1605,0
9533,0,-3909,0
9539,0,2654,0
9547,-360,-3955,-984
9551,0,-7,0
9587,0,-1229,0
9601,300,-2315,3565
9613,72,4627,1432
9619,11,-2794,3614
9623,0,-747,0
9629,0,-1159,0
9631,121,-268,867
9643,-49,-4355,472
9649,178,4332,-824
9661,-93,4561,-3610
9677,0,1971,0
9679,168,-4476,1193
9689,0,2306,0
9697,223,4410,-4767
9719,0,2462,0
9721,54,-4458,-769
9733,94,-846,3738
9739,95,-4031,-2306
9743,0,1166,0
9749,0,2763,0
9767,0,2212,0
9769,140,4738,3864
9781,-140,1209,-3995
9787,-16,-230,584
9791,0,2961,0
9803,0,2165,0
9811,90,-3834,4548
9817,91,2156,-1696
9829,133,1317,934
9833,0,329,0
9839,0,-1214,0
9851,0,-332,0
9857,0,-2458,0
9859,-129,804,2662
9871,89,1382,1934
9883,21,556,-1336
9887,0,-1051,0
9901,113,2520,4199
9907,33,-1446,-4801
9923,0,953,0
9929,0,3488,0
9931,128,4579,-3685
9941,0,4089,0
9949,-103,-3082,-2311
9967,-37,4084,-1477
9973,66,551,4205
10007,0,-4238,0
10009,-88,2212,-2395
10037,0,-1953,0
10039,-109,2438,-56
10061,0,-2763,0
10067,0,824,0
10069,-29,599,-172
10079,0,3801,0
10091,0,-3487,0
10093,-198,2614,-4628
10099,-187,-1460,1526
10103,0,-4581,0
10111,37,-1684,-1845
10133,0,1592,0
10139,0,2792,0
10141,47,3199,-2865
10151,0,-1899,0
10159,-432,-1815,4720
10163,0,-3951,0
10169,0,1517,0
10177,98,-3090,2442
10181,0,333,0
10193,0,-5020,0
10211,0,4061,0
10223,0,2507,0
10243,-24,3390,-1829
10247,0,2883,0
10253,0,4846,0
10259,0,-1833,0
10267,16,4241,-708
10271,0,2995,0
10273,-239,3767,1725
10289,0,-3264,0
10301,0,-3231,0
10303,-278,-4958,3712
10313,0,-193,0
10321,-196,691,1401
10331,0,2672,0
10333,214,1031,-86
10337,0,-4940,0
10343,0,4080,0
10357,100,2383,2513
10369,302,2643,-1146
10391,0,-2870,0
10399,225,-3484,2552
10427,0,-1823,0
10429,-73,-1254,1966
10433,0,4871,0
10453,6,4614,-414
10457,0,-3931,0
10459,72,-4635,-4862
10463,0,2583,0
10477,-25,-961,-5143
10487,0,4144,0
10499,0,4116,0
10501,-42,960,2063
10513,-82,2251,4091
10529,0,-5216,0
10531,72,4233,2122
10559,0,-4998,0
10567,152,4989,1675
10589,0,-4476,0
10597,20,4684,-4209
10601,0,5200,0
10607,0,-1533,0
10613,0,415,0
10627,44,1861,4613
10631,0,861,0
10639,-28,-3276,3902
10651,359,-2545,5078
10657,-85,4687,-567
10663,32,3117,-115
10667,0,-2444,0
10687,-49,4292,381
10691,0,4821,0
10709,0,-4943,0
10711,88,4557,-1032
10723,-68,-1792,4195
10729,37,84,2639
10733,0,-5114,0
10739,0,2769,0
10753,80,-5014,-2058
10771,-244,4932,3303
10781,0,-91,0
10789,-171,331,5088
10799,0,-2101,0
10831,129,4934,-3662
10837,140,-2904,2427
10847,0,4524,0
10853,0,-2971,0
10859,0,-3969,0
10861,47,3903,-4463
10867,51,-3048,719
10883,0,3174,0
10889,0,-353,0
